dataset,best_params,train_score,test_score,execution_time,warning_count
EEG Eye State.csv,"{'clf__C': 10, 'clf__class_weight': None, 'clf__coef0': -1.0, 'clf__degree': 2, 'clf__gamma': 1, 'clf__kernel': 'rbf', 'clf__max_iter': 4000}",6.476891362193774,6.121901547327095,4779.699647903442,1
